campaign_type,platform,region,device,age_group,season,campaign_date,budget,impressions,clicks,likes,shares,comments,leads,conversions,customer_rating,revenue,spend,profit,roi,bounce_rate,session_duration_sec
search,youtube,north,mobile,25-34,summer,2025-05-29,196281.0,3010762,113446,71460,17147,5036,31831,3288,4.1,3297122.26,178182.96,3118939.3,1750.41,22.7,216.0
affiliate,youtube,east,tablet,35-44,winter,2023-11-05,38641.0,561107,16186,23153,5631,791,3108,211,3.3,2041611.11,34807.16,2006803.95,5765.49,41.86,310.0
social media,google ads,central,desktop,35-44,winter,2023-10-25,327956.0,5716840,261473,167627,40720,23531,24753,1838,4.0,17752161.72,340659.04,17411502.68,5111.12,65.84,137.0
influencer,youtube,central,desktop,25-34,monsoon,2023-07-15,35993.0,474247,14803,14147,2632,2101,1071,148,4.3,495692.63,29891.04,465801.59,1558.33,43.13,433.0
search,google ads,central,desktop,45-54,summer,2025-05-15,17972.0,249448,6714,6778,1687,942,1991,386,3.3,782821.92,16481.4,766340.52,4649.73,32.9,437.0
influencer,youtube,east,mobile,18-24,summer,2024-05-21,76023.0,666951,21184,12578,1054,1490,7972,3365,3.4,28026693.06,74791.26,27951901.8,37373.22,23.5,332.0
search,instagram,west,mobile,18-24,festive,2024-05-28,125415.0,3742108,98054,108607,11536,6066,21604,7348,3.0,69483295.6,115480.39,69367815.21,60068.91,69.34,135.0
search,facebook,west,tablet,55+,festive,2023-04-06,112476.0,1035687,39643,26309,1411,3086,1464,402,3.3,3560138.55,122205.43,3437933.12,2813.24,50.85,150.0
influencer,instagram,east,mobile,35-44,winter,2025-02-02,15391.0,137940,5592,7175,897,218,888,295,3.9,172031.51,15923.44,156108.07,980.37,44.68,103.0
email,youtube,south,tablet,45-54,monsoon,2025-02-09,110110.0,479111,6463,5422,579,313,1679,226,4.2,860425.67,108034.18,752391.49,696.44,50.04,371.0
influencer,google ads,east,desktop,18-24,winter,2023-11-12,16899.0,159508,4178,5695,986,846,1413,200,3.8,1384339.23,15109.03,1369230.2,9062.33,37.69,161.0
email,facebook,east,mobile,25-34,summer,2023-09-24,149731.0,826592,15768,23014,4450,963,3130,571,4.4,3973957.64,147978.97,3825978.67,2585.49,24.81,161.0
influencer,google ads,south,mobile,55+,winter,2024-04-28,42098.0,798659,23397,27282,3703,3793,9267,4139,4.6,145718692.79999998,45729.8,145672962.99999997,318551.5,39.8,199.0
influencer,linkedin,north,mobile,45-54,winter,2024-09-26,35702.0,492652,12656,5171,669,464,2425,477,5.0,3852168.36,34515.76,3817652.6,11060.61,20.22,296.0
influencer,google ads,north,tablet,45-54,festive,2025-01-13,124830.0,1999459,49680,62535,3617,3927,7345,582,4.2,7825958.05,109570.65,7716387.399999999,7042.39,24.79,100.0
influencer,youtube,north,mobile,35-44,monsoon,2024-10-09,118914.0,1432681,36153,36780,4232,4259,3456,1181,4.6,8729919.45,118435.38,8611484.069999998,7271.04,75.84,104.0
social media,x,south,desktop,18-24,festive,2023-08-29,41919.0,1238514,36166,42309,3730,3063,880,123,4.1,592110.09,41193.49,550916.6,1337.39,73.85,14.0
social media,instagram,north,mobile,55+,winter,2025-11-04,70790.0,685264,28195,48708,2555,4315,7988,1004,4.1,11860390.24,57579.38,11802810.86,20498.33,54.98,161.0
affiliate,linkedin,south,tablet,18-24,festive,2024-08-24,129494.0,3065707,99700,136995,20283,5611,8887,783,3.9,2937627.52,130111.45,2807516.07,2157.78,47.73,315.0
affiliate,linkedin,east,mobile,25-34,monsoon,2024-12-27,37265.0,585859,8514,3512,280,479,474,92,3.3,642078.33,39096.25,602982.08,1542.3,76.82,140.0
social media,instagram,east,mobile,35-44,winter,2024-09-22,124681.0,1159630,46273,27501,5510,2242,3837,1023,5.0,11959304.05,134074.22,11825229.83,8819.91,45.61,491.0
social media,x,east,tablet,35-44,monsoon,2024-02-17,29720.0,440047,8572,13400,2059,1422,669,54,4.1,180024.25,27576.68,152447.57,552.81,70.74,132.0
affiliate,instagram,south,desktop,18-24,winter,2023-11-01,14810.0,268604,6492,2953,210,382,1633,417,3.8,4276145.02,14792.5,4261352.52,28807.52,32.66,199.0
email,x,east,tablet,25-34,festive,2024-11-12,49569.0,1046311,27069,40239,8150,5618,3692,477,3.6,8013887.17,39942.57,7973944.6,19963.52,63.8,217.0
search,youtube,south,mobile,25-34,summer,2023-07-18,281150.0,3723412,104827,166985,31789,18880,17137,1756,3.4,18943982.27,287030.04,18656952.23,6500.0,54.41,189.0
email,youtube,east,mobile,25-34,summer,2023-09-07,25637.0,144894,5767,8208,1569,1159,1455,558,4.9,3386350.84,20589.45,3365761.39,16347.02,37.05,113.0
affiliate,x,central,desktop,35-44,monsoon,2023-10-26,50245.0,602560,21134,28795,3492,3704,1131,141,3.7,137270.68,41670.52,95600.16,229.42,47.18,278.0
email,x,south,desktop,55+,monsoon,2023-04-02,118756.0,979122,27453,13482,3007,450,1291,231,4.9,1119948.22,97073.62,1022874.6,1053.71,33.16,130.0
influencer,x,north,tablet,55+,winter,2023-05-02,34907.0,302013,8060,8635,913,1208,897,141,4.1,947781.09,36845.75,910935.34,2472.29,26.83,280.0
affiliate,facebook,east,desktop,25-34,festive,2024-04-22,53149.0,945760,27220,43662,2923,2162,5259,1275,5.0,2415126.5,46566.01,2368560.49,5086.46,23.78,118.0
search,google ads,north,mobile,35-44,winter,2023-05-26,98879.0,1039059,11237,18894,2991,1709,2494,845,4.4,4713176.2,94109.24,4619066.96,4908.2,27.84,86.0
search,linkedin,north,mobile,18-24,winter,2024-08-26,48498.0,247865,1951,2272,381,130,274,49,4.1,290579.93,39209.45,251370.48,641.1,60.1,128.0
affiliate,facebook,south,desktop,45-54,winter,2023-02-23,92085.0,1350530,49789,33135,6524,4172,16236,6227,3.6,57662429.22,97348.64,57565080.58,59132.91,69.35,135.0
influencer,google ads,central,mobile,25-34,summer,2023-01-15,80861.0,906243,36397,16648,834,1446,6275,1241,4.0,11625970.86,87905.5,11538065.36,13125.53,53.91,116.0
social media,linkedin,east,desktop,18-24,festive,2025-10-07,25735.0,333251,10497,18242,2217,938,1418,119,5.0,772684.81,26668.15,746016.66,2797.41,49.86,192.0
influencer,youtube,west,desktop,35-44,summer,2025-03-30,58021.0,531956,20745,23048,5611,2320,7251,2280,3.2,3669485.08,56185.17,3613299.91,6431.06,77.69,95.0
influencer,youtube,north,mobile,55+,winter,2023-10-23,53140.0,553967,9241,7452,862,615,1754,639,4.7,460860.93,44293.21,416567.72,940.48,74.5,186.0
search,instagram,east,tablet,25-34,winter,2023-07-04,40543.0,364854,4897,6498,1201,797,1008,271,3.6,277676.61,32490.01,245186.6,754.65,23.26,291.0
email,youtube,west,desktop,25-34,monsoon,2024-08-03,131363.0,1158457,45843,65784,7904,2230,3877,1003,4.9,3558957.8,106156.79,3452801.01,3252.55,71.81,240.0
email,x,east,desktop,35-44,winter,2024-11-16,41955.0,666878,16990,9405,742,959,2678,134,3.8,424864.91,42093.96,382770.95,909.33,76.79,84.0
email,google ads,central,mobile,45-54,summer,2023-07-05,63793.0,531345,14842,23654,2063,2531,4347,521,3.8,4732926.57,64549.58,4668376.99,7232.23,70.83,247.0
search,google ads,west,desktop,45-54,summer,2025-10-15,107358.0,517540,13259,19651,4379,1665,3384,292,3.6,2030401.3,96321.33,1934079.97,2007.95,41.66,291.0
search,google ads,north,desktop,45-54,summer,2025-11-02,70600.0,754212,20512,27168,5038,1251,2769,1103,3.5,10127779.01,77617.96,10050161.05,12948.24,49.3,75.0
search,instagram,south,tablet,35-44,monsoon,2024-09-18,55670.0,610452,12681,12509,2795,739,2734,1114,4.3,4808742.79,46905.56,4761837.23,10151.97,60.27,192.0
social media,x,north,mobile,45-54,summer,2025-07-19,38560.0,281799,9762,7135,1035,391,1504,293,3.6,3059164.6,33428.3,3025736.3000000003,9051.42,59.2,165.0
social media,instagram,east,tablet,55+,summer,2025-06-06,52217.0,420590,12250,6089,855,332,1042,179,4.0,718187.69,42443.17,675744.5199999999,1592.12,53.39,161.0
email,facebook,south,desktop,25-34,summer,2024-03-05,24379.0,172404,4063,2204,185,96,266,65,4.3,372534.77,19680.7,352854.07,1792.89,26.25,164.0
influencer,linkedin,east,desktop,55+,monsoon,2025-12-24,67906.0,932715,40153,22350,1906,1942,1594,221,4.7,1280017.09,67475.54,1212541.55,1797.01,41.56,184.0
influencer,google ads,north,desktop,55+,monsoon,2025-12-06,50744.0,209416,5245,2912,260,199,882,129,4.0,977362.66,40989.13,936373.53,2284.44,23.38,36.0
influencer,x,south,tablet,35-44,monsoon,2024-08-07,155841.0,675027,22106,14690,3572,2054,4908,314,4.2,449355.52,140736.54,308618.98,219.29,70.64,33.0
email,instagram,west,desktop,18-24,monsoon,2024-02-25,51407.0,541521,18548,10442,1661,986,1874,682,4.5,5557567.51,52417.43,5505150.08,10502.52,79.26,141.0
influencer,instagram,east,desktop,25-34,summer,2024-01-24,42644.0,674770,17729,25243,1794,793,3358,1199,4.7,2595793.97,45524.0,2550269.97,5602.03,53.47,296.0
email,instagram,east,mobile,35-44,monsoon,2024-06-11,159591.0,639257,24240,29168,3114,3295,7099,962,4.0,7333860.4,134884.55,7198975.850000001,5337.14,50.04,113.0
search,instagram,north,mobile,18-24,monsoon,2024-08-19,145153.0,1846537,42574,74467,11505,5025,9606,1506,5.0,12310091.58,153518.58,12156573.0,7918.63,77.85,109.0
affiliate,youtube,south,tablet,35-44,summer,2023-06-03,72168.0,942972,24197,20230,4872,732,1093,286,4.3,612202.89,77018.56,535184.3300000001,694.88,60.53,145.0
email,youtube,west,desktop,25-34,festive,2024-09-20,32648.0,891667,38284,31211,3573,4179,14078,1273,4.1,6947446.66,31505.36,6915941.3,21951.63,55.65,152.0
social media,instagram,south,mobile,25-34,summer,2023-10-10,8573.0,144468,4077,5571,420,649,421,87,4.0,767249.85,7792.78,759457.07,9745.65,77.9,178.0
email,linkedin,north,mobile,18-24,winter,2023-12-04,51399.0,321308,7153,6212,1455,835,531,103,4.1,1200453.85,50604.26,1149849.59,2272.24,36.99,149.0
affiliate,youtube,central,tablet,55+,winter,2023-09-26,54733.0,985657,21604,33362,4598,4236,4369,1105,4.4,10787365.78,58150.17,10729215.61,18450.88,55.88,186.0
search,youtube,north,desktop,25-34,summer,2024-10-06,168660.0,1344280,28302,21719,5394,1052,5057,784,5.0,7509506.45,161136.05,7348370.4,4560.35,43.03,14.0
social media,facebook,north,mobile,45-54,monsoon,2024-04-18,76976.0,916231,27182,16188,2619,2280,938,203,4.4,1340294.5,68995.06,1271299.44,1842.59,57.65,80.0
email,youtube,south,tablet,25-34,festive,2023-09-20,100344.0,2158564,96670,153519,33488,20416,31256,3618,3.4,40276010.57,91502.23,40184508.34,43916.43,57.35,125.0
search,facebook,south,desktop,55+,summer,2025-02-18,41490.0,643103,13628,23242,4363,3291,1768,454,3.4,3336557.71,39249.93,3297307.78,8400.8,66.45,96.0
affiliate,x,south,tablet,25-34,summer,2024-07-09,96881.0,1067380,32081,53678,7924,7151,5609,694,4.4,2813720.43,79719.0,2734001.43,3429.55,31.7,210.0
affiliate,x,east,desktop,45-54,summer,2025-03-18,70898.0,484559,12188,13515,762,828,2629,677,4.0,2200091.41,74223.87,2125867.54,2864.13,59.55,217.0
affiliate,instagram,north,desktop,25-34,summer,2025-07-09,182378.0,2853345,117440,206257,17943,10030,16206,6345,3.7,44992401.23,173974.02,44818427.20999999,25761.56,58.61,85.0
influencer,instagram,east,mobile,18-24,monsoon,2023-09-16,122900.0,1054216,33095,20394,2045,2003,11679,961,3.0,5144719.95,131163.33,5013556.62,3822.38,52.84,270.0
influencer,linkedin,east,desktop,35-44,festive,2024-03-07,13885.0,245922,7544,9092,2107,1352,528,96,2.9,518348.52,14495.56,503852.96,3475.91,53.69,161.0
email,google ads,east,desktop,55+,monsoon,2024-07-21,26981.0,283727,5181,8936,1195,806,1782,798,4.0,6837476.42,25377.36,6812099.06,26843.21,35.14,186.0
affiliate,google ads,west,mobile,18-24,festive,2024-04-08,27655.0,629370,22124,24363,4462,1363,3910,1127,4.0,7240120.94,27625.72,7212495.220000001,26107.9,40.68,342.0
social media,instagram,central,desktop,18-24,summer,2023-07-04,54381.0,277134,9750,9712,873,1243,734,104,4.6,586946.55,57112.27,529834.28,927.71,50.04,143.0
affiliate,linkedin,east,desktop,35-44,monsoon,2025-10-23,60090.0,352208,8867,13959,796,1828,532,60,4.4,267202.0,53673.13,213528.87,397.83,31.74,114.0
social media,facebook,south,tablet,35-44,festive,2025-04-23,206438.0,5401138,128848,82548,19936,11245,18959,3033,5.0,38192693.62,175824.27,38016869.35,21622.08,54.93,118.0
social media,facebook,north,mobile,18-24,winter,2024-10-25,41561.0,563527,18436,11983,739,1702,1659,368,4.7,3314535.94,34065.63,3280470.31,9629.85,40.63,155.0
social media,facebook,west,tablet,18-24,festive,2023-06-18,321919.0,4189805,172856,263640,41000,29600,10373,3018,3.1,13435687.96,276602.49,13159085.47,4757.4,23.68,114.0
email,x,west,desktop,35-44,festive,2024-12-26,113858.0,2383750,70855,124349,30473,12728,10584,1383,3.8,3624789.45,97760.81,3527028.64,3607.81,78.54,164.0
social media,instagram,central,tablet,35-44,monsoon,2025-06-09,16981.0,185617,4786,8301,1970,447,267,111,4.3,474426.31,18146.82,456279.49,2514.38,65.15,135.0
affiliate,instagram,north,desktop,18-24,summer,2025-06-23,82462.0,644423,20041,14982,804,1394,3286,721,4.2,3516750.3,88213.69,3428536.61,3886.63,54.34,25.0
influencer,facebook,south,mobile,35-44,winter,2025-02-25,20802.0,268690,10081,17001,3042,1201,1666,137,4.6,917134.76,21126.7,896008.06,4241.12,57.11,77.0
search,instagram,central,tablet,18-24,monsoon,2025-10-30,37109.0,579880,12894,22632,5184,2879,2761,180,4.2,856561.45,34095.41,822466.0399999999,2412.25,23.96,199.0
affiliate,facebook,west,desktop,18-24,monsoon,2024-06-16,36573.0,515850,17561,30207,3347,3087,2395,131,3.9,1247299.38,32171.86,1215127.5199999998,3776.99,74.66,250.0
social media,instagram,east,desktop,18-24,summer,2024-12-16,37192.0,336022,7549,9768,2333,555,1022,393,4.7,1289172.0,38574.77,1250597.23,3242.01,78.89,51.0
email,facebook,central,desktop,55+,monsoon,2024-03-10,39895.0,598417,16647,13263,765,1393,4957,1486,5.0,2696241.02,33850.01,2662391.01,7865.26,27.82,110.0
search,x,south,tablet,55+,summer,2025-10-14,40955.0,534578,20085,12433,2815,473,4378,444,3.6,758981.33,40367.52,718613.8099999999,1780.18,58.15,87.0
search,facebook,central,mobile,25-34,festive,2023-01-27,84575.0,2297893,49013,75706,10807,6648,12924,2573,4.4,39069109.82,91787.85,38977321.97,42464.58,39.43,90.0
search,google ads,west,desktop,55+,winter,2025-03-22,60430.0,1058418,20599,21970,1853,2558,1678,816,3.2,7060855.76,59355.4,7001500.359999999,11795.89,59.87,40.0
search,instagram,central,desktop,35-44,monsoon,2025-06-14,15790.0,153140,6562,7393,1035,1007,1765,630,3.7,4847050.46,14894.28,4832156.18,32443.03,42.28,141.0
influencer,facebook,west,desktop,35-44,winter,2023-05-22,56227.0,586578,22415,24726,2567,2803,6538,640,4.5,2473799.33,61250.42,2412548.91,3938.83,74.68,45.0
search,facebook,central,tablet,18-24,winter,2025-10-13,114200.0,1913429,94665,65954,4625,5260,20784,7411,3.3,73450063.43,97819.12,73352244.31,74987.63,41.93,390.0
email,x,south,desktop,18-24,monsoon,2023-06-08,97769.0,726411,14363,18689,1458,2253,2316,448,3.8,3808089.21,99671.62,3708417.59,3720.64,43.84,40.0
social media,youtube,east,tablet,55+,monsoon,2024-08-30,77999.0,988566,36571,18290,3772,1166,3163,942,4.2,5529040.61,70121.29,5458919.32,7784.97,57.68,193.0
affiliate,google ads,central,tablet,18-24,winter,2023-09-06,37361.0,518326,19161,32555,8059,4754,5273,941,4.1,4605703.48,36798.1,4568905.380000001,12416.14,61.96,95.0
email,linkedin,north,tablet,55+,summer,2024-11-24,49864.0,434364,14059,8807,1011,985,3495,780,4.1,7636825.75,45096.41,7591729.34,16834.44,65.36,408.0
email,youtube,east,tablet,55+,monsoon,2024-07-12,31633.0,424459,16607,14146,1945,2097,3626,1593,4.6,7109048.52,27132.15,7081916.369999999,26101.57,77.12,76.0
search,youtube,north,desktop,55+,summer,2024-01-18,169382.0,1513458,20104,31677,4884,3815,5736,839,3.6,8670194.43,178625.89,8491568.54,4753.83,42.43,83.0
social media,instagram,west,mobile,45-54,festive,2023-10-08,66404.0,1681699,40528,65680,12131,6562,13297,5023,4.0,37613854.31,66401.65,37547452.66,56545.96,66.19,181.0
influencer,linkedin,west,tablet,18-24,summer,2025-12-23,52799.0,832361,28092,43194,10075,1995,1966,97,4.4,819743.92,55760.9,763983.02,1370.11,31.64,91.0
email,facebook,east,desktop,25-34,monsoon,2025-08-29,37560.0,513324,15065,21190,4445,2435,3034,1077,4.5,616566.34,38887.15,577679.19,1485.53,44.73,435.0
influencer,facebook,west,tablet,55+,monsoon,2023-09-11,31456.0,250928,6943,3574,594,484,1204,151,4.2,922722.5,34169.45,888553.05,2600.43,67.44,223.0
influencer,youtube,east,tablet,18-24,summer,2023-08-19,50268.0,639404,24725,11728,2764,836,7099,2448,4.3,4615912.77,40448.5,4575464.27,11311.83,45.58,16.0
influencer,google ads,east,mobile,25-34,festive,2024-06-18,136342.0,3949590,125817,222349,40476,12838,15993,4401,3.5,20613696.46,123403.8,20490292.66,16604.26,22.13,213.0
email,facebook,north,desktop,45-54,summer,2023-02-09,27689.0,242760,7394,5404,514,753,1779,224,4.0,2390267.36,22967.66,2367299.7,10307.1,34.86,146.0
email,instagram,east,desktop,35-44,monsoon,2025-08-23,19680.0,266077,7952,6948,707,491,1188,170,4.8,153001.62,19888.69,133112.93,669.29,68.68,179.0
email,linkedin,south,mobile,25-34,festive,2023-02-19,21687.0,414257,13955,17151,3655,1876,2847,142,4.6,1131289.88,23813.83,1107476.0499999998,4650.56,41.83,278.0
influencer,linkedin,west,mobile,55+,festive,2024-02-13,53592.0,437006,16248,11811,1911,1347,4079,1253,4.6,4261763.62,51805.67,4209957.95,8126.44,79.63,49.0
email,google ads,north,tablet,45-54,monsoon,2025-06-20,129306.0,1418220,48922,49523,10819,6884,16104,7226,3.9,7378573.09,138918.24,7239654.85,5211.45,79.16,86.0
email,youtube,east,mobile,45-54,winter,2025-03-17,96092.0,748770,31933,37552,3973,1748,6542,1435,4.0,2983715.34,101838.47,2881876.87,2829.85,53.83,89.0
search,google ads,central,tablet,18-24,festive,2025-06-19,134789.0,2967727,102735,184240,25458,25163,20355,9644,4.4,117651143.73,109697.11,117541446.62,107150.91,73.24,317.0
email,google ads,east,desktop,55+,monsoon,2024-02-17,85337.0,1258013,34882,62056,5272,3275,9754,1975,4.1,12624573.05,78991.95,12545581.1,15882.1,34.36,115.0
social media,instagram,central,mobile,25-34,summer,2025-03-14,130273.0,1512351,34347,32528,2675,3399,1498,371,4.3,2061255.84,138009.32,1923246.52,1393.56,30.99,109.0
social media,x,west,mobile,18-24,summer,2025-03-11,237094.0,1236911,26559,47017,10453,6605,834,49,3.8,493908.33,193494.34,300413.99,155.26,46.21,84.0
affiliate,instagram,south,desktop,18-24,festive,2025-01-03,47189.0,1120892,12794,16849,2435,1757,1105,170,3.6,1654956.33,47794.75,1607161.58,3362.63,73.89,275.0
search,linkedin,north,tablet,25-34,monsoon,2023-03-13,50006.0,737477,17624,8528,613,1192,1407,218,3.8,1043671.6,53923.28,989748.32,1835.47,70.25,27.0
influencer,facebook,central,tablet,35-44,winter,2024-08-20,104440.0,1501177,36876,16118,2489,1957,1884,283,3.7,2923064.87,101189.61,2821875.26,2788.7,65.56,61.0
social media,youtube,east,tablet,55+,festive,2024-01-11,76713.0,2130615,89897,60406,13795,5175,26008,4337,4.1,46771390.29,80896.33,46690493.96,57716.46,35.15,190.0
affiliate,youtube,east,mobile,18-24,monsoon,2023-08-29,153916.0,1817122,50407,52983,5121,4151,9572,3449,4.3,21459935.69,163561.18,21296374.51,13020.43,51.12,70.0
search,x,east,mobile,18-24,festive,2024-02-24,91869.0,2306731,69665,56968,8704,7933,3789,883,3.1,13295066.96,93634.72,13201432.24,14098.86,43.13,228.0
search,linkedin,east,desktop,35-44,festive,2024-02-28,104522.0,2464267,57068,72516,5175,10111,13881,2542,4.2,5048874.36,100816.96,4948057.4,4907.96,32.18,222.0
email,x,north,tablet,45-54,festive,2024-06-28,84075.0,1864536,59109,26970,3177,2714,11953,1306,4.3,18927572.09,90543.92,18837028.17,20804.3,42.66,124.0
social media,linkedin,west,tablet,55+,monsoon,2025-06-26,34451.0,425709,15571,11045,1800,784,1819,515,3.4,1667068.53,32028.83,1635039.7,5104.9,51.44,161.0
social media,instagram,east,desktop,45-54,monsoon,2025-08-06,30731.0,158256,4089,2485,395,80,885,274,3.5,2248370.02,24793.09,2223576.93,8968.53,46.76,157.0
search,instagram,west,desktop,45-54,monsoon,2023-11-16,35216.0,251696,3319,5794,1245,288,370,118,3.4,850642.84,28724.97,821917.87,2861.34,55.4,239.0
affiliate,youtube,central,desktop,55+,festive,2025-04-15,8935.0,104119,2502,3167,262,121,286,87,4.1,1182082.97,8957.01,1173125.96,13097.29,27.21,150.0
email,youtube,south,mobile,25-34,summer,2024-07-30,248803.0,1505857,70110,114052,13259,16549,16361,7170,4.1,40732618.63,213490.37,40519128.260000005,18979.37,65.21,247.0
email,facebook,south,tablet,45-54,monsoon,2025-09-21,96754.0,869802,26369,45011,5727,4888,2655,173,3.8,1630263.09,86992.75,1543270.34,1774.02,72.55,234.0
influencer,instagram,north,mobile,25-34,winter,2023-08-27,39561.0,479135,8397,9770,865,1183,2875,908,4.1,1898114.02,36778.26,1861335.76,5060.97,26.98,106.0
